( data_00001 "linchuan wei dao jiangxi ge dong tou erjin xi fuzhou ge shi xiaqu yi hanren wei zhu" )
( data_00003 "gen dao yong ziran shu tong dao deng jia lei ge gainian ke dingyi zhengshu" )
( data_00005 "yong youlishu tong mai dao jixian ge gainian ke dingyi shishu" )
( data_00007 "lu xi xia di guan dao wu zhi zhen tong dao wu zhi xiang" )
( data_00010 "qu faming lou zhayao han jiu zhuan dao haoduo qian" )
( data_00011 "gan jiangshang jiu you jiangxi zuida ge shuidianzhan  wan an shuidianzhan" )
( data_00012 "gan yu youyi da ta ge gudai ge zi ci yongfa" )
( data_00017 "tonggu dao shang chao zhou chao xi gui ai guo ge ye jiu xi qu ai guo mingzi ge laiyuan" )
( data_00020 "mu ge jiu yao xi en zi guang feizhou cai you changjinglu" )
( data_00021 "qing yuan qu xi jian guan dao ge yizhi shi xiaqu" )
( data_00023 "qingyun pu qu xi nanchang ge yizhi shi xiaqu" )
( data_00024 "dao suoyou ge yishu leixing litou yinyue suan xi zui chouxiang ge yishu" )
( data_00027 "xi tou xi poyang hu zhongjian xi poyang hu pingyuan" )
( data_00029 "tuoniao xi shijie shang zuida ge niao qu ge dan ye xi shijie zuida ge dan lou" )
( data_00030 "yingtan xi jiangxi guan dao ge yizhi de ji shi" )
( data_00033 "shangli xi pingxiang guan dao ge yi zhi xian qu wei dao pingxiang ge bei shou" )
( data_00037 "zhongguo ge lingtu mianji zai quan shijie pai zai di san changjiang gen huanghe xi qu zuizhang ge liang tiao he" )
( data_00038 "ge chang zhang dao butong ge suozai jiao fa bu yiyang" )
( data_00039 "zhonghua minguo zhengfu zhuzhang zhi zhongguo dalu lingtu ze buzai shiji kongzhi zhi xia" )
( data_00043 "xinzhou qu xi shangrao dixia ge yi zhi shi xiaqu" )
( data_00045 "huaxue xi yimen yanjiu wuzhi ge xingzhi zucheng jiegou gen bianhua ge kexue" )
( data_00046 "nancheng xia di guan dao jiu zhi zhen sanzhi xiang" )
( data_00048 "nanjizhou keyi fencheng dongxi liang zhi bufen" )
( data_00049 "nanhai xi zhi zhongguo yi nan ge hai" )
( data_00050 "nan feng xi fuzhou guan dao ge yi zhi xian" )
( data_00053 "jian xi jiangxi guan dao ge yi zhi de ji shi" )
( data_00054 "jian shi xia di guan dao yi zhi qu yi zhi shi shi zhi xian" )
( data_00056 "jizhou qu guan dao liu zhi jiedao san zhi zhen liang zhi xiang" )
( data_00058 "zhongguo zuizao ge dili fangmian ge shu you “yu gong” tong de “shanhai jing” deng" )
( data_00059 "wuyuan xi shangrao ge yi zhi xian wei dao jiangxi zhejiang anhui sansheng ge jie shang" )
