( data_00001 "limcyun vito kongsi go tungtheu  yikim he fuzau go siihotkhi yi honngin vichu" )
( data_00003 "kien to  yung chhiiyensii  thung to tenka lui go koingiam  khothinngi changsii" )
( data_00005 "yung yulisii  thungmai to khithan go koingiam  khothinngi siitsii" )
( data_00007 "louhai hapi konto ngchak chiinthung to ngchak hiong " )
( data_00010 "ki fatmang lau chayok  gam chhiu chhon to hautochhien" )
( data_00011 "gamkong song chhiu yu kongsi chuithai go suithienzaam - vanon suithienzaam" )
( data_00012 "gamngi yu yitthai that go kuthoi go siichhii yungfap" )
( data_00017 "thungku to songcheu chucheu he kui ngiekoet  go ya chhiu he ki  ngiekoet  miangsii go loingien" )
( data_00020 "mu go chhiuyeu se che chii kong fichu chhoi yu chhongkiangluk" )
( data_00021 "chhiangngienkhi he kion kon to go yitchak siihotkhi" )
( data_00023 "chhiangyunpoukhi he namchhong go yitchak siihotkhi" )
( data_00024 "to soyu go ngisut luijing leoitheu  yimlok son he chui chhusiong go ngisut" )
( data_00027 "sitheu he poyongfu  chungkien he poyongfu phiangngien" )
( data_00029 "toniau he siikie song chuithai go niau ki go daan ya he siikie chuithai go daan lau" )
( data_00030 "entaam he kongsi kon to go yitchak thikapsii" )
( data_00033 "songleot he pinghiong kon to go yitchak yen  ki vi to pinghiong go pet su" )
( data_00037 "chungkoet go liangthu mienchit chhai chhionsiikie phai chhai thisam chhongkong kien vongho he ki chuichhong go liongthiau ho" )
( data_00038 "go chhongzoeng to putthung go sochhai giufap put yitngiong" )
( data_00039 "chungfaminkoetchiinfu chuchong chii chungkoet thailiuk liangthu  chet putchhai siitzai khungchii chiiha" )
( data_00043 "sinzaukhi he songngieu piha go yitchak siihotkhi" )
( data_00045 "fahok he yitmun ngangau vutchiit go sinchiit  chusang  kiat chhinkau kien pienfa go khohok" )
( data_00046 "namsang hapi konto kiuchak chiin samchak hiong " )
( data_00048 "namkhitchu khoyi funsang tungsi liongchak phufun" )
( data_00049 "namhoi he chii chungkoet yinam go hoi" )
( data_00050 "namfung he fuzau kon to go yitchak yen" )
( data_00053 "kion he kongsi kon to go yitchak thikapsii" )
( data_00054 "kionsii hapi konto yitchak khi  yitchak sii  siipchak yen" )
( data_00056 "kizaukhi kon to liukchak kietho samchak chiin liongchak hiong " )
( data_00058 "chungkoet chuicho go thili fongmien go su yu  jyukung  thungtet  sanhoikang  ten" )
( data_00059 "moungien he songngieu go yitchak yen  vito kongsi  zitkong  onfai sam sang go kie song" )
( data_00060 "ten khungchii kosii heu  litcheulitthoi go tivong tu yitkang lei chuifung khungchii" )
( data_00062 "onngi he namchhong kon to go yitchak yen" )
( data_00064 "kimha konto yitchak siihotkhi thung to samchak yenkapsii liukchak yen" )
( data_00065 "chiongchinchiu he lipak go yitsu sii" )
